username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Steve Bainbridge,1277723780702277634,Los Angeles,2023-01-19 19:20:52,"""The skies over Davos are thick with private jets flying in billionaires to bemoan the problems of climate change a… https://t.co/G77UZa4XZG",0,Twitter Web App,
Mary Nichols,2447926526,Los Angeles ,2023-01-19 19:20:43,The distinction between mitigation and adaptation is phony. There is no bright line—only effective and less effecti… https://t.co/bZWWKyY5Ye,3,Twitter for iPhone,
Isaias Hernandez,1229193031242440705,"Los Angeles, CA",2023-01-19 19:11:03,The irony of the World Economic Forum focusing on climate change isn't lost on me ... they remain committed to busi… https://t.co/AdazDQYM3S,2,LaterMedia,
Caroline Williams,480525058,"LA, CA, USA",2023-01-19 19:09:55,"After pummeling, scientists say California storms were more hype than climate change https://t.co/cKn3Lz7RNX",0,Twitter for iPad,
Roswell Hawks,256415980,Los Angeles,2023-01-19 19:04:02,"@nbreavington Covid, climate change is just a distraction for the world ending while the REAL ELITES seek shelter",0,Twitter for iPhone,
Sammy Roth,390842981,"Los Angeles, CA",2023-01-19 19:00:37,"""Search for the word 'climate' on Twitter and the first automatic recommendation isn’t 'climate crisis' or 'climate… https://t.co/9kFC5CK8WF",20,Twitter Web App,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-19 19:00:10,Lurking beneath the battle between agriculture and renewable energy are urgent questions: What is the land’s best u… https://t.co/aB68OxTWsu,1,SocialNewsDesk,
Andrea Vega,1064747179699388416,"Los Angeles, CA",2023-01-19 18:56:48,"As California leads the way in the fight against climate change, the Newsom administration must make sure CalGEM do… https://t.co/4EFlI4AJ2i",0,Twitter Web App,
justin mattock,1599942327228841985,"Los Angeles, CA",2023-01-19 18:55:08,@KTLA Yeah so much climate change.. rained in SoCal all last week,0,Twitter for Android,
Patrick Clancey 🇺🇸,252446089,"Los Angeles, California",2023-01-19 18:53:31,@townhallcom Televangelist of the Climate Change theocracy.,0,Twitter for iPhone,
UCLA Sustainable LA Grand Challenge,1196492451189383168,UCLA,2023-01-19 18:45:46,"A @nyimes article ""Floods, Fires and Humidity: How Climate Change Affects Book Preservation"" highlights challenges… https://t.co/DZFkq1thFm",0,Twitter Web App,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-19 18:33:01,"From sea level rise to droughts, California is grappling with the effects of climate change.

But we're also taking… https://t.co/wXmoanAbFL",2,Typefully,
KTLA,10252962,"Los Angeles, CA",2023-01-19 18:31:51,The Biden administration will announce $930 million for reducing wildfire dangers in 10 western states by clearing… https://t.co/IfXKP31d6N,4,TweetDeck,
Lulu Walcott 🦂 Medicare For All & GND 🌎,621335481,"Los Angeles, CA",2023-01-19 18:22:28,"#ClimateCrisis #ClimateChange #Environment —&gt; Lies, Damn Lies, and Climate Change | Democracy Now! https://t.co/QPG7WqAUOH",0,Twitter for iPhone,
LAisChaos,2382556549,"Los Angeles, CA",2023-01-19 18:20:01,@RBReich I’m tired of spending trillions on climate change which will have no effect on climate change.,0,Twitter for iPhone,
Steven Gerard,19079133,Los Angeles,2023-01-19 18:18:21,@GretaThunberg Fear mongering about a myth should be! Climate change is Nature!!! Fundraising on fear also a scam.,0,Twitter for Android,
ric_ray69,1053394130544381952,"Los Angeles, CA",2023-01-19 18:10:42,"NWO want a small nuclear war as they believe it will meet their depopulation and climate change agendas 🤬🤬🤬

Russia… https://t.co/UtjMOOUtgR",0,Twitter for iPhone,
Tom Butler,1157048392121376773,"Santa Monica, CA",2023-01-19 18:07:59,"@eeeeloonnnn #love 
@SteveCarell
  Climate #change is real!  66% of power is produced by black #coal (major… https://t.co/UXchqEzba2",0,Twitter Web App,
Z Made This One,1478638830,"Los Angeles, CA",2023-01-19 18:00:32,Some guy on the Joe Rogan podcast just said they’re going to bring back wooly mammoths in 2024. They’re going to mi… https://t.co/66aNzvSLlD,0,Twitter for iPhone,
☀️SPIRIT🌎ZERO✨ ♻️🍌 earthcastlegroup.eth,1453430954672877578,"Los Angeles, CA",2023-01-19 17:42:56,@ProudElephantUS It’s Climate Change &amp; Putins fault 🤡 😂,0,Twitter for iPad,
vance sanders,19458164,"South Pasadena, CA",2023-01-19 17:37:18,Climate will continue to change #MyLowBarPrediction,0,Twitter Web App,
Gary Hall,273059145,"Los Angeles, CA",2023-01-19 17:35:14,"@latimes Choose your weapon . . .

""severely depleted by more than two decades of megadrought stoked by climate cha… https://t.co/8z4lghptn4",0,Twitter Web App,
Chill E Dog,14868547,"Los Angeles, CA",2023-01-19 17:33:50,Economy? Climate change? War in Ukraine? We got bigger problems. https://t.co/GIDa496Aec,0,Twitter for iPhone,
Jim Rainey,14478046,"Los Angeles, CA",2023-01-19 17:33:13,"Another great deep dive by @Sammy_Roth. In the Imperial Valley, where solar farmers and alfalfa farmers don't see e… https://t.co/bYNgEjPku5",5,Twitter Web App,
MALINOIS DAD,18320756,Los Angeles,2023-01-19 17:32:27,"For all their ferocity, California storms were not likely caused by global warming, experts say https://t.co/PqPclWqUCr",0,Twitter Web App,
Sammy Roth,390842981,"Los Angeles, CA",2023-01-19 17:27:30,"Part 2 is all about the Imperial Valley. 

The key takeaway: For rural farming communities to keep supplying big ci… https://t.co/bw5X6jnppv",0,Twitter Web App,
Gary Hall,273059145,"Los Angeles, CA",2023-01-19 17:25:30,"@latimes This is rich . . ""Although the media and some officials were quick to link a series of powerful storms to… https://t.co/x36R0dqxws",0,Twitter Web App,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-19 17:20:00,Experts say California's recent series of storms was no more severe than what the state has experienced in the last… https://t.co/jWunbJHvfH,8,SocialNewsDesk,
Jenni,221300066,"West Los Angeles, CA",2023-01-19 17:07:43,"Cali is really going through it right now with sinking holes, etc. The world economic forum said we will see povert… https://t.co/Fh6O9SbrqU",0,Twitter Web App,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-19 17:05:00,Clean energy advocates see Imperial as an ideal place for solar farms and battery projects that can help solve the… https://t.co/cFDUJiHirM,1,SocialNewsDesk,
Celestial Citizen,1231067118977851392,"Pasadena, CA",2023-01-19 17:00:00,"S4E2 of the Celestial Citizen podcast is here! 

This week, we discuss the intersection of #space science, climate… https://t.co/R6DJXh9Rv4",0,Twitter Web App,
Lindz22 (she/her),2374210064,"Los Angeles, CA",2023-01-19 16:59:43,@Healthyfairy86 Climate change is an easier topic to research and write about imo,0,Twitter for iPhone,
Guns&Rockets,1318760119409143808,"Pasadena, CA",2023-01-19 16:56:33,@WhoDat35 @ZaleskiLuke @elonmusk PV has exposed the straight up communists teachers in our schools! Also the CNN st… https://t.co/9GN8XWe5fa,0,Twitter for iPhone,
Sylvan De La Cruz,783496523560521728,"Hollywood, Los Angeles",2023-01-19 16:49:15,"""Although the media and some officials were quick to link a series of powerful storms to climate change, researcher… https://t.co/UlPHHC0bPZ",0,Twitter Web App,
Gary Hall,273059145,"Los Angeles, CA",2023-01-19 16:46:03,"@latimes This is rich . . ""Although the media and some officials were quick to link a series of powerful storms to… https://t.co/UH8ZFpGhZI",0,Twitter Web App,
Mercury Tardigrades,124909369,north hollywood ,2023-01-19 16:37:23,@FalconryFinance I try not to. There is still genocide in this hell world but the industrialization of it... A sign… https://t.co/yXCMqufJkT,0,Twitter for Android,
Paul Wennberg,2661726910,"Pasadena, California",2023-01-19 16:30:32,I needed to charge my phone but then the power went out.  https://t.co/RVBNZB79tC,0,Twitter Web App,
Alex Fisch,21902208,"Culver City, CA",2023-01-19 16:11:35,@ConservativeJQP Amen! I don’t think the resistance to that change will last much longer. The better cities/safer s… https://t.co/l7vqlHkoVA,0,Twitter Web App,
Variety,17525171,"Los Angeles, CA",2023-01-19 16:04:21,Sunny Side of the Doc Reveals Climate Change Themed Global Pitches https://t.co/HS3EAGShqP,0,Jetpack.com,
Alex Padilla,82489457,"Los Angeles, CA",2023-01-19 16:03:56,"If you don't accept the science behind climate change, you don't belong in public office.",146,Hootsuite Inc.,
Wayne Artemis,1603891310967934976,"Los Angeles, CA",2023-01-19 15:51:50,": Told you. Prof Climate Change HAS left the building !
Prof Climate Politics will be their replacement, finishing… https://t.co/NREwM2Oj02",0,Twitter for Android,
Real Republic 🇺🇸,719208783658876928,"Los Angeles, CA",2023-01-19 15:44:07,"@BuckSexton The climate change fake narrative is not working, so they have to up the intensity and fear-mongering. 🙄🙄🙄🤡",0,Twitter for Android,
Jason Horn,26243950,Los Angeles,2023-01-19 15:32:37,@restofesto It’s a fancy Swiss water that comes in glass but I don’t know enough German to figure out if the brand… https://t.co/9tgQgc9vzr,0,Twitter for iPhone,
Race Bannon,723250107315941376,"Los Angeles, CA",2023-01-19 15:22:24,@dwsdada @DietHeartNews @caitoz Wrong. You're analogy is like climate change. Cherry oucki g for a false narrative.,0,Twitter for Android,
KDugan1850,818069302385356801,"Los Angeles, CA",2023-01-19 15:21:59,"@BuckSexton Liar! ""A number of climate researchers say the recent storms appear to be typical of the intense, perio… https://t.co/hWTTyFzfzN",0,Twitter Web App,
Ameera Butt ا ميرة,48049813,"Los Angeles, CA",2023-01-19 15:19:28,"Although scientists still can’t say yet where recent storms rank among other epic downpours, they said they did not… https://t.co/ANgsmP3YEk",0,Twitter Web App,
Philip Owens,56700664,"Los Angeles, CA",2023-01-19 15:16:02,@RonFilipkowski In the state most threatened by climate change....smh,0,Twitter Web App,
Shelby Grad,14827461,🌴Los Angeles💥,2023-01-19 15:13:48,"“California’s species have a long history of adapting to episodic drought,” said Gary Bucciarelli, a conservation b… https://t.co/WyzOjKXZ8T",1,Twitter Web App,
Sammy Roth,390842981,"Los Angeles, CA",2023-01-19 15:13:35,"Los Angeles-area folks, I'll be on @CBSLA (Channel 9!) around 7:20 a.m. discussing my reporting on solar power, wat… https://t.co/QDLbN2arRr",0,Twitter Web App,
CombatJedi,923355782422282240,"Los Angeles, CA",2023-01-19 15:12:01,"It’s 40 fahrenheit in Southern California, on the beach. I don’t remember when was the last time I felt this cold. Climate Change is a hoax.",0,Twitter for iPhone,
Lulu Walcott 🦂 Medicare For All & GND 🌎,621335481,"Los Angeles, CA",2023-01-19 14:38:48,"#ClimateCrisis #ClimateChange #Greenland #Environment —&gt; Climate change: Northern Greenland warmer now than in 1,00… https://t.co/dJ68ei9K5n",0,Twitter for iPhone,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-19 14:30:09,"After pummeling, scientists say California storms were more hype than climate change https://t.co/tZKboK6tyU",0,SocialNewsDesk,
tatianaparody,1484753938352345092,los angeles,2023-01-19 14:20:44,"@D77738316 @JacobJaber @levie overestimating human intelligence ain't either , that's why elon keeps on saying ai i… https://t.co/HoOP7H6C9A",0,Twitter Web App,
Christopher Knight,46744965,Los Angeles,2023-01-19 14:12:56,"“Although the media and some officials were quick to link a series of powerful storms to climate change, researcher… https://t.co/yJ5uLxv3Ex",0,Twitter for iPad,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-19 13:30:09,Experts say California's recent series of storms were no more severe than what the state has experienced in the las… https://t.co/xSnkNZp9Yd,4,SocialNewsDesk,
Earth Accounting,2527904352,"Los Angeles, CA",2023-01-19 13:00:02,Atmospheric dust may have hidden true extent of #GlobalWarming  https://t.co/MOd8yU9mdX,1,Twitter Web App,
radical centrist,337688830,"Venice, CA",2023-01-19 11:28:08,@PA_P3RRY @mkhKareneYan @elonmusk Hmmm… I wonder why Elon spent the better part of his life designing vehicles that… https://t.co/v5dMw9TrS7,0,Twitter for iPhone,
Sasha Messer,1085784363269160960,"Los Angeles, CA",2023-01-19 11:19:33,"@AndrewGrainger_ @_ClimateCrime @ukycc @sfcsnz Many scientists knew about climate change, many governments knew abo… https://t.co/XBZEm4hH1E",0,Twitter Web App,
SwampThang,24951669,Los Angeles,2023-01-19 09:21:14,@POTUS They didn’t have cricket burgers? Isn’t beef bad for climate change?,0,Twitter for iPhone,
Stratos Hatzi,1588786154316255237,"Los Angeles, CA",2023-01-19 08:53:33,Climate change lockdowns will be coming soon,0,Twitter for iPhone,
Mariette ✨,41917952,"Los Angeles, CA",2023-01-19 08:20:24,"@goddeketal And people are now begging for climate change lockdowns. Facebook profiles went from “Stay Home, Stay S… https://t.co/zKKJ4CbPYo",0,Twitter for iPhone,
HallCine,3184877120,"Los Angeles, CA",2023-01-19 08:10:47,"@Carl_Spackler99 @KickItForBernie @Cernovich well, most red states don't believe in unnatural climate change. So...… https://t.co/InTYCtVbmu",0,Twitter Web App,
I Hate Sellout Sanders,1423796728457691139,"Los Angeles, CA",2023-01-19 07:32:21,"@texasisthersn @AvaGrac46763969 In case you hadn't heard, the scientists just finished fusion power

Industrial pol… https://t.co/OmPlL8iJXK",0,Twitter Web App,
Patrick Clancey 🇺🇸,252446089,"Los Angeles, California",2023-01-19 06:49:32,@QualityTweets78 Televangelist of Climate Change theocracy.,0,Twitter for iPhone,
Bo Yeon Kim,27823585,"Los Angeles, CA",2023-01-19 06:40:03,INVISIBLE DEMONS (2021) is one of the most beautiful and harrowing documentaries about climate change (and pollutio… https://t.co/vWL9GK41im,0,Twitter Web App,
The ULTRA Craftsman 🇺🇸🔨☢️,1088333272487100417,"Los Angeles, CA",2023-01-19 06:39:02,"@RealMattCouch If climate change were a music group 

A total scam",0,Twitter for iPhone,
Gabriel Comer,914537620620820481,"Los Angeles, CA",2023-01-19 06:37:26,@KimDotcom PM Jacinda Ardern calls internet freedom a “weapon of war” in most recent UN speech. Calls for a new typ… https://t.co/yzeV0mRnPd,0,Twitter for iPhone,
Jim King,1518676697360605189,"Los Angeles, California",2023-01-19 06:34:35,"@MSNBC Maybe poor land management and planning, but 'human-caused' 'climate change' is not the reason. You people a… https://t.co/PIxHPWZ4DB",0,Twitter Web App,
Patrick Clancey 🇺🇸,252446089,"Los Angeles, California",2023-01-19 06:31:31,@hrkbenowen He’s a huckster.  A televangelist of climate change theocracy.,0,Twitter for iPhone,
Mariette ✨,41917952,"Los Angeles, CA",2023-01-19 06:15:21,"@Partisangirl I used to joke about how NPCs were going to call covid unvaxxed people, “bioterrorists.” It actually… https://t.co/XRRsevoQCd",0,Twitter for iPhone,
𝕕𝕖𝕝,60927886,Los Angeles,2023-01-19 05:58:37,Not a fan of torturing cows. Perhaps stick it on Chuck’s head and see how he likes it before terrorizing the bovine… https://t.co/dZr4Sujtdh,0,Twitter Web App,
🐧lolipop 🏳️‍🌈,1423340580331945986,"Los Angeles, CA",2023-01-19 05:50:25,"@Cernovich Ur right about planning however, in 50 years nobody downplaying climate change now will be looked at pos… https://t.co/EH0ZIFG0hg",0,Twitter for iPhone,
Aarón Cantú,248937236,Los Angeles,2023-01-19 05:42:21,World temperatures may get so hot next year they briefly reach the 1.5 Celsius climate hell benchmark: https://t.co/v8RPV4V1qu,1,Twitter Web App,
Jay Wolf,1977401809,"Los Angeles, CA",2023-01-19 05:37:33,"@GretaThunberg This is you talking about climate change, having no idea how the world works https://t.co/Wx9V8i6xBz",0,Twitter for Android,
Joshua Nogales,705995125109882880,"Downey, CA",2023-01-19 05:25:00,"@tonyannett The golden rule applies here I think. You should ask yourself, if I were a climate change denier, would… https://t.co/hCUu2Ijwno",0,Twitter Web App,
Capital & Main,2218281115,Los Angeles,2023-01-19 05:19:00,"Why do women struggle more to secure housing?

""More than half of Californians face unaffordable rents, but women a… https://t.co/XBZHOgKJgG",8,TweetDeck,
Nico,2319576325,"Los Angeles, CA",2023-01-19 05:10:10,@nettermike For him everything is a climate change.. we should send him the gas bill tripled to pay it caused by hi… https://t.co/ZjXd6B3ibK,0,Twitter for iPhone,
Daniel Guss,4880918696,"Los Angeles, CA",2023-01-19 04:55:52,@JohnKerry has his own private jet.  He isn’t concerned re climate change. @ClimateEnvoy https://t.co/vteC02XYOZ,0,Twitter for iPhone,
RaveLightsUSA,22076429,"Hollywood,Ca",2023-01-19 04:51:44,"@ChrisCoble @elonmusk @appuntito160 You'd love to prove the climate change exists, but it doesn't anymore than your… https://t.co/eNUbqJbHyy",0,Twitter for Android,
Brandon Flamenco-Medina,1548530488138051584,"Norwalk, CA",2023-01-19 04:48:23,"Let’s recap the harmful things the Republican-led House has done so far:
1) Tax cuts &amp; cheats for the Ultra Wealthy… https://t.co/dxk46TaGo5",0,Twitter for iPhone,
The ULTRA Craftsman 🇺🇸🔨☢️,1088333272487100417,"Los Angeles, CA",2023-01-19 04:21:40,"@GioBruno1600 This is the big lie and working of Satan

Jesus alone, not politicians, not government, nor activists… https://t.co/xIIklmPJJD",1,Twitter for iPhone,
𝐦𝐢𝐜𝐡𝐚𝐞𝐥 𝐭. 𝐜𝐨𝐥𝐨𝐫𝐠𝐞,23330554,"Los Angeles, CA",2023-01-19 04:00:14,Side effects of climate change https://t.co/Q2IYBoR4Zu,0,Buffer,
Katherine van K,812207120263233536,Pale Blue Dot ,2023-01-19 03:57:28,@akheriaty Will the burbs end up in climate change jail where they’ll then be transmogrified into renewables?,0,Twitter for iPhone,
Thrash Metal IQ,1103029592770502656,"Los Angeles, CA",2023-01-19 03:33:34,This video shows why everyone in Los Angeles should be using the metro to stop climate change … 👇💩… https://t.co/yHpo0RDiKz,0,Twitter for iPhone,
junta,1543525806,"Los Angeles, CA",2023-01-19 03:27:45,"Don’t forget to hit the subscribe button, that’s how the covid/vaccine sceptic business model works, Hikz! Oh, clim… https://t.co/wwy16VQtFa",0,Twitter for iPhone,
Frawg Mastar,352718381,Los Angeles,2023-01-19 03:25:33,"@ABC7 ongoing drought because the state admits it could only catch about 20% max rain water ! lmao

so instead of t… https://t.co/iFCDaTReVB",0,Twitter Web App,
jerome lindgaard,24236017,los angeles,2023-01-19 03:22:20,@elonmusk @alx They're undoubtedly already strategizing. I'd wager that they're going to claim you are allowing COV… https://t.co/M6lFIrL5yy,0,Twitter Web App,
MRE,259735278,"Los Angeles, CA",2023-01-19 02:36:21,"@JebraFaushay Shelter in place, masked, and boosted while discussing traspoc issues, racism, and of course climate… https://t.co/plqUJcB3NT",0,Twitter for iPhone,
Tom Butler,1157048392121376773,"Santa Monica, CA",2023-01-19 02:33:12,@tim_fargo #Climate #change is real!  66% of power is produced by black #coal (major #pollution) Stop renting &amp; own… https://t.co/Vov4ZBzFbH,0,Twitter for iPhone,
Tom Butler,1157048392121376773,"Santa Monica, CA",2023-01-19 02:31:45,@LeadToday @FSonnenberg #Climate #change is real!  66% of power is produced by black #coal (major #pollution) Stop… https://t.co/J3OEEp8fON,1,Twitter for iPhone,
Tom Butler,1157048392121376773,"Santa Monica, CA",2023-01-19 02:31:17,#love @SteveCarell  Climate #change is real!  66% of power is produced by black #coal (major #pollution) Stop renti… https://t.co/4sKnDFdjAc,0,Twitter for iPhone,
Robert,45072087,Los Angeles,2023-01-19 02:28:52,@balexanderstats Don’t know what the last 10 years from gop politicians makes you think they care about their bad p… https://t.co/Ji7OCi0zvm,0,Twitter for iPhone,
Chris McKee,1441673053,"Los Angeles, CA",2023-01-19 02:23:35,Time for a wall battery. https://t.co/4N2DwZqknM,0,Twitter Web App,
Jon Louis Mann,8771242,"Santa Monica, California",2023-01-19 02:17:30,"@nytimes That's what they're paid to do. Russia doesn't have the supply chain that Ukraine has, so they have to fin… https://t.co/6cWsOsZ347",0,Twitter for Android,
Timothy Alden,29229796,"Los Angeles, CA",2023-01-19 02:14:24,China is the biggest polluter on the planet.  Funny how the Climate Change cult doesn't bring up China in their diatribes. Weird.  #Davos,1,Twitter Web App,
Jen Tolentino (she/her),2170233440,"Los Angeles, CA",2023-01-19 02:09:19,"Great day at @usmayors #MayorsDC23! 

Looking forward to speaking with even more mayors tomorrow about obtaining an… https://t.co/rwxwKIG3IW",2,Twitter Web App,
Blue Tears Campaign,1605620034507792389,"Los Angeles, California",2023-01-19 02:05:39,"Did you know?
93% of all CO2 is stored in the ocean. When we endanger fish, we harm the ocean and contribute to the… https://t.co/vDIqT60ju1",0,Twitter Web App,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-19 02:02:00,"If you’ve ever eaten a salad in the winter, there’s a good chance some of the veggies came from the Imperial Valley… https://t.co/vdznZcplqD",13,SocialNewsDesk,
Earth Accounting,2527904352,"Los Angeles, CA",2023-01-19 02:00:01,"Graves sink, fisheries shrink and relocation looms as #ClimateChange hits #Fiji https://t.co/3PEbbhrYwT via @ABCaustralia",0,Twitter Web App,
Have A Go,898597260497375233,"Los Angeles, CA",2023-01-19 00:57:36,"@jim_desmond To make this a fair tweet, please include the amount of funds spent on car infrastructure &amp; parking an… https://t.co/XZUKNAKIQv",0,Twitter Web App,
Isabelle Brocas,1338678413188497408,Los Angeles,2023-01-19 00:47:45,Great talk by @elkeweber yesterday at @USCWrigley. Our choices are shaped by what we pay attention to and the choic… https://t.co/Rhc545ashg,0,Twitter Web App,
junta,1543525806,"Los Angeles, CA",2023-01-19 00:46:50,@TimRunsHisMouth “Climate change is a total grift”? Who says that? Flat earthers &amp; birthers?,0,Twitter for iPhone,
Paul Flinchbaugh,1388270708149477376,"Los Angeles, CA",2023-01-19 00:32:37,There is no climate change 🤷‍♂️🤦‍♂️🤡👇🏼 https://t.co/zcsR8SRpjY,0,Twitter for iPhone,
Max Hyperion,25945732,Los Angeles,2023-01-19 00:24:03,"@0101010i01 The Overview Effect, for kids...
https://t.co/QifJ7HkQpK

https://t.co/vUqrlrIpD3",0,Twitter Web App,
👇,256213081,"Los Angeles, CA",2023-01-19 00:19:32,@TommyRobinsonNS No. He’s saying climate change is triggering millions of refugees and that is causing xenophobia. https://t.co/udKnGNStz3,0,Twitter for iPad,
Isabelle Brocas,1338678413188497408,Los Angeles,2023-01-18 23:56:26,Coextinctions dominate future vertebrate losses from climate and land use change https://t.co/quSuQZsJum,0,Twitter Web App,
Amir,15485291,"Los Angeles, CA",2023-01-18 23:49:02,"@JOEWV @GrumFromNorwich @kevinfolta @PeterHotez That’s a pretty stupid analogy. Did I claim to be a flat earther, o… https://t.co/GaQRmbUTdn",0,Twitter for iPhone,
Valarie Amber (Official),1104668866532134912,Los Angeles ,2023-01-18 23:41:00,@disclosetv They're already committing Genocides in the name of COVID and Climate Change... They are a danger to Humanity.,0,Twitter Web App,
TheWrap,18742360,"Los Angeles, CA",2023-01-18 23:35:44,"Kit Harington, Meryl Streep and Daveed Diggs battle climate change in the first look at Scott Z. Burns' new Apple T… https://t.co/xrQ6izM1BF",26,TheWrap,
Torr Leonard 🌐💉🚊📚,25912403,"Los Angeles, CA",2023-01-18 23:35:11,"""California was in drought.

Then it was underwater.

Welcome to the new normal.""

https://t.co/tYfx5ocp0d",0,Twitter Web App,
TallPaul562,796546491645095936,"Compton, CA",2023-01-18 23:13:35,"@thelukemullen Truth about climate change from Konstantine Kisin.
https://t.co/NbU3ZMw0Y7",0,Twitter Web App,
TallPaul562,796546491645095936,"Compton, CA",2023-01-18 23:10:52,"@GretaThunberg Truth about climate change from Konstantine Kisin.

https://t.co/NbU3ZMw0Y7",0,Twitter Web App,
Isaias Hernandez,1229193031242440705,"Los Angeles, CA",2023-01-18 23:09:09,"Climate change is slowing ocean currents, which will reduce the ocean's ability to absorb carbon dioxide by as much… https://t.co/BdVpL3qlFc",1,LaterMedia,
Steve Lopez LA Times,19942100,"Los Angeles, CA",2023-01-18 23:02:50,Want to solve climate change? This California farm kingdom holds a key https://t.co/OpQ4BAju2j,10,Twitter for iPhone,
sharee anne gorman,35390409,"Los Angeles, CA",2023-01-18 23:02:21,@RubinReport Gore’s dad used to be a drinking buddy of Edward Teller - physicist who advocated for ridiculous use o… https://t.co/o6dOFlwgRO,0,Twitter for iPad,
NewsfeedsMedia,1007725923720835072,"Los Angeles, CA",2023-01-18 22:47:08,"Extinction Rebellion outside Home Office building in latest climate change stunt
https://t.co/hBlCJZBM5H",0,Next Newsfeeds.media,
Babbling_lion,1586030809458233346,"Los Angeles, CA",2023-01-18 22:38:00,@yasmin_poole So calling someone autistic who’s autistic is bad now? By the way where did she study all of her clim… https://t.co/IDPqSE3sOt,0,Twitter for iPhone,
Robert Gauthier,259953357,Los Angeles,2023-01-18 22:37:42,Want to solve climate change? This California farm kingdom holds a key https://t.co/6cu3EzsUxN https://t.co/AaaOVDFauV,3,Twitter Web App,
MEGGAN ANDERSON,26691059,"Los Angeles, California USA🌴",2023-01-18 22:35:28,@KTLA According to the article: mostly parents complaining that they won't get free $ for adding to overpopulation… https://t.co/nUaRKWmKmG,0,Twitter for iPhone,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-18 22:26:00,"Climate change, Russia's war on Ukraine, COVID and inequality have the world in a ""sorry state,"" United Nations lea… https://t.co/Nj4X8KfPe7",5,SocialNewsDesk,
Torr Leonard 🌐💉🚊📚,25912403,"Los Angeles, CA",2023-01-18 22:20:39,"""Without rapid action, human-caused climate change is predicted to have devastating global consequences within the… https://t.co/x7IB5lXWoE",0,Twitter Web App,
Joe Mulder,30901621,Los Angeles,2023-01-18 21:46:16,"@covidtweets I was happy to have covid-sane progressives on Team Reality, but one of the funnest things in the last… https://t.co/Vx6h6TqU0E",0,Twitter for iPhone,
Melissa Abraham,52096083,"Los Angeles, CA",2023-01-18 21:38:45,Climate change and the world water crisis: UChicago researchers create essential text on next-generation water tech… https://t.co/DxV2TA3bzO,0,Twitter Web App,
Frasier,20960337,"Los Angeles, CA",2023-01-18 21:33:57,@KevinForBOS Climate change is a giant grift.,0,Twitter for iPhone,
UCLA Sustainable LA Grand Challenge,1196492451189383168,UCLA,2023-01-18 21:23:32,"“We protect forests, canyons, rivers, deserts and shorelines for their natural beauty and species on the brink of e… https://t.co/nP4bDIT8lD",1,Twitter Web App,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-18 20:56:00,We visited the Imperial Valley during California’s epic summer heat wave and asked local residents about the pros a… https://t.co/IH2Jpx7HSU,6,SocialNewsDesk,
walk!,19920997,Los Angeles,2023-01-18 20:34:27,"LA weaponized the New Deal against Nature, and in the process LA missed out on an Olmstead-designed Central Park al… https://t.co/3bo0mrVjhY",5,Twitter for iPhone,
toasty 🏳️‍⚧️♂️,1050425663742795776,LA,2023-01-18 20:30:09,@blorbofan that isnt relevant to anything i said tho. like how is that relevant to me wanting higher powered people… https://t.co/t9UpRTrUNA,0,Twitter Web App,
toasty 🏳️‍⚧️♂️,1050425663742795776,LA,2023-01-18 20:24:02,@blorbofan i never said i was suffering. i just want significant change for climate that can only happen if people… https://t.co/g5L8aGMnlR,0,Twitter Web App,
the kinte space,757814965,Los Angeles,2023-01-18 20:17:30,"Hidden Menace: Massive Methane Leaks Speed Up Climate Change - Slashdot

To the naked eye, the Mako Compressor Stat… https://t.co/zDlEtYcHbr",0,Microsoft Azure Logic Apps,
Scott Furrow,24134163,"Los Angeles, CA",2023-01-18 20:11:13,"Whether or not Climate Change is a serious threat or not, @GretaThunberg is not serious as this video of her staged… https://t.co/F8cJA3X9hV",0,Twitter Web App,
UCLA,18918483,"Los Angeles, CA",2023-01-18 20:00:11,"“What this research shows is that so far, we’ve had the emergency brake on,” said UCLA atmospheric physicist and le… https://t.co/VbJQv38O33",2,True Anthem,
Baumer,34549176,"Venice, CA",2023-01-18 19:57:56,@eazy1886 @hunter_7s @TonySoFla @ClownWorld_ She is giggling along with her handler taking pictures. It is staged.… https://t.co/2wY0tpBMe6,0,Twitter for iPhone,
Opal,1594533414039715840,"Los Angeles, CA",2023-01-18 19:54:01,@WHO @PAHOCaribbean @pahowho Stop with your climate change hoax,0,Twitter for iPhone,
Paul Rosenberg,59865242,"Highland Park, CA",2023-01-18 19:45:18,1861/62 is the historical benchmark: a mammoth 300-by-20 mile lake in the Central Valley. A prolonged state of utte… https://t.co/pgZG5DRxPz,0,Twitter Web App,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-18 19:36:00,What’s happening right now in the Imperial Valley is a reminder that climate solutions — no matter how badly they’r… https://t.co/SqbZloOovM,6,SocialNewsDesk,
